year,class,female,femalespeers,malespeers,continue_or_grad,company_n,totpeople
81,3,0,3,22,1,C-1,26
81,3,1,3,22,1,C-1,26
81,3,1,3,22,0,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,0,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,1,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,3,0,3,22,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,0,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,4,0,0,25,1,C-1,26
81,1,0,4,31,0,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,0,C-2,36
81,1,0,4,31,0,C-2,36
81,1,0,4,31,0,C-2,36
81,1,1,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,0,C-2,36
81,1,1,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,1,4,31,1,C-2,36
81,1,1,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,1,0,4,31,1,C-2,36
81,2,0,2,28,1,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,1,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,1,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,1,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,0,C-2,31
81,2,0,2,28,1,C-2,31
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,0,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,1,C-2,28
81,3,0,0,27,0,C-2,28
81,3,0,0,27,1,C-2,28
81,4,0,5,24,1,C-2,30
81,4,1,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,1,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,1,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,0,C-2,30
81,4,0,5,24,1,C-2,30
81,4,1,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,1,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,4,0,5,24,1,C-2,30
81,1,1,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,1,4,35,1,C-3,40
81,1,0,4,35,0,C-3,40
81,1,0,4,35,0,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,1,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,1,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,1,0,4,35,1,C-3,40
81,2,0,3,29,0,C-3,33
81,2,0,3,29,0,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,1,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,1,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,0,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,1,3,29,0,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,2,0,3,29,1,C-3,33
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,0,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,3,0,0,24,1,C-3,25
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,1,5,16,1,C-3,22
81,4,1,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,1,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,1,5,16,0,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,0,5,16,1,C-3,22
81,4,1,5,16,1,C-3,22
81,1,0,4,33,0,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,1,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,1,4,33,0,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,1,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,1,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,1,0,4,33,1,C-4,38
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,1,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,1,3,21,0,C-4,25
81,2,0,3,21,0,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,0,C-4,25
81,2,1,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,1,C-4,25
81,2,0,3,21,0,C-4,25
81,2,0,3,21,0,C-4,25
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,3,0,0,29,1,C-4,30
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,1,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,1,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,0,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,4,0,2,28,1,C-4,31
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,1,4,32,1,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,1,4,32,0,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,0,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,1,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,1,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,1,0,4,32,1,D-1,37
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,1,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,1,3,25,0,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,0,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,1,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,0,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,0,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,2,0,3,25,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,3,0,0,28,1,D-1,29
81,4,0,3,28,1,D-1,32
81,4,1,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,1,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,0,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,1,D-1,32
81,4,0,3,28,0,D-1,32
81,4,1,3,28,1,D-1,32
81,1,0,4,29,1,D-2,34
81,1,0,4,29,0,D-2,34
81,1,0,4,29,0,D-2,34
81,1,0,4,29,1,D-2,34
81,1,1,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,1,4,29,1,D-2,34
81,1,1,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,1,1,4,29,1,D-2,34
81,1,0,4,29,1,D-2,34
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,0,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,1,3,28,0,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,1,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,0,D-2,32
81,2,0,3,28,1,D-2,32
81,2,1,3,28,1,D-2,32
81,2,0,3,28,1,D-2,32
81,2,0,3,28,0,D-2,32
81,3,1,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,0,D-2,32
81,3,0,4,27,1,D-2,32
81,3,1,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,1,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,0,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,1,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,3,0,4,27,1,D-2,32
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,1,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,4,0,1,32,1,D-2,34
81,1,1,4,28,0,D-3,33
81,1,0,4,28,0,D-3,33
81,1,0,4,28,0,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,1,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,1,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,1,1,4,28,1,D-3,33
81,1,0,4,28,1,D-3,33
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,1,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,1,2,28,0,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,2,0,2,28,1,D-3,31
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,1,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,1,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,1,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,3,0,3,22,1,D-3,26
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,0,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,0,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,4,0,0,23,1,D-3,24
81,1,0,4,32,1,D-4,37
81,1,1,4,32,1,D-4,37
81,1,0,4,32,1,D-4,37
81,1,0,4,32,1,D-4,37
81,1,1,4,32,0,D-4,37
81,1,0,4,32,0,D-4,37
81,1,0,4,32,1,D-4,37
